City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,ad dilam,23.9915,47.1627,20.379999999999995,51,73,3.33,SA,1700856761
307,tabuk,17.4189,121.4443,22.129999999999995,85,93,3.14,PH,1700856762
308,sirte,31.2089,16.5887,18.560000000000002,36,4,4.01,LY,1700856763
309,mitsamiouli,-11.3847,43.2844,27.269999999999982,76,21,1.89,KM,1700856764
310,utrik,11.2278,169.8474,27.920000000000016,75,92,9.15,MH,1700856764
311,philippeville,50.1957,4.5417,4.1299999999999955,87,75,5.66,BE,1700856765
312,west bay,19.3667,-81.4167,31.189999999999998,74,20,5.14,KY,1700856766
313,camana,-16.6228,-72.7111,22.579999999999984,70,92,4.11,PE,1700856601
314,hafnarfjordur,64.0671,-21.9377,4.360000000000014,87,75,7.72,IS,1700856768
315,pathein,16.7833,94.7333,22.730000000000018,86,6,2.53,MM,1700856769
316,lagos,6.5833,3.75,28.329999999999984,86,100,2.33,NG,1700856226
317,port blair,11.6667,92.75,28.170000000000016,74,40,2.57,IN,1700856770
318,mek'ele,13.4967,39.4753,15.860000000000014,55,7,3.72,ET,1700856771
319,zaraza,9.3503,-65.3245,35.74000000000001,34,25,4.3,VE,1700856771
320,cherdyn',60.403,56.4787,-13.920000000000016,96,100,2.32,RU,1700856772
321,colonia,50.9333,6.95,5.6299999999999955,83,75,8.23,DE,1700856773
322,sabancuy,18.9667,-91.1833,28.629999999999995,64,11,3.09,MX,1700856773
323,vineuil,47.5833,1.3833,8.25,63,92,5.6,FR,1700856775
324,rio grande,-32.035,-52.0986,22.20999999999998,58,0,6.43,BR,1700856776
325,vuktyl,63.8567,57.3094,-9.230000000000018,76,100,6.26,RU,1700856777
